Date,Building,Electricity_Units,Water_Usage_Liters,Rooms_Used,Total_Rooms,Data_Type,Utilization_Percentage,Time_Slot,per_room_electricity,per_room_water
01-05-2026,C,718.0,10704.0,27,33,historical,81.81818181818183,,26.59259259259259,396.44444444444446
01-05-2026,D,615.0,5852.0,16,28,historical,57.14285714285714,,38.4375,365.75
02-05-2026,A,852.0,10397.0,30,50,historical,60.0,,28.4,346.56666666666666
02-05-2026,B,1170.0,14174.0,47,60,historical,78.33333333333333,,24.893617021276597,301.5744680851064
02-05-2026,C,799.0,10445.0,24,33,historical,72.72727272727273,,33.291666666666664,435.2083333333333
02-05-2026,D,628.0,5116.0,20,28,historical,71.42857142857143,,31.4,255.8
03-05-2026,A,791.0,9696.0,37,50,historical,74.0,,21.37837837837838,262.05405405405406
03-05-2026,B,1106.0,13760.0,52,60,historical,86.66666666666667,,21.26923076923077,264.61538461538464
03-05-2026,C,706.0,9705.0,22,33,historical,66.66666666666666,,32.09090909090909,441.1363636363636
03-05-2026,D,654.0,5818.0,15,28,historical,53.57142857142857,,43.6,387.8666666666667
04-05-2026,A,773.0,11731.0,32,50,historical,64.0,,24.15625,366.59375
04-05-2026,B,1285.0,13328.0,45,60,historical,75.0,,28.555555555555557,296.1777777777778
04-05-2026,C,666.0,9306.0,16,33,historical,48.484848484848484,,41.625,581.625
04-05-2026,D,681.0,4393.0,12,28,historical,42.857142857142854,,56.75,366.0833333333333
05-05-2026,A,781.0,10639.0,43,50,historical,86.0,,18.162790697674417,247.41860465116278
05-05-2026,B,1059.0,15262.0,40,60,historical,66.66666666666666,,26.475,381.55
05-05-2026,C,685.0,9432.0,26,33,historical,78.78787878787878,,26.346153846153847,362.7692307692308
05-05-2026,D,651.0,5529.0,18,28,historical,64.28571428571429,,36.166666666666664,307.1666666666667
06-05-2026,A,757.0,9483.0,43,50,historical,86.0,,17.6046511627907,220.53488372093022
06-05-2026,B,1128.0,12179.0,43,60,historical,71.66666666666667,,26.232558139534884,283.2325581395349
06-05-2026,C,700.0,10580.0,20,33,historical,60.60606060606061,,35.0,529.0
06-05-2026,D,662.0,4093.0,18,28,historical,64.28571428571429,,36.77777777777778,227.38888888888889
07-05-2026,A,890.0,9099.0,30,50,historical,60.0,,29.666666666666668,303.3
07-05-2026,B,1213.0,15108.0,48,60,historical,80.0,,25.270833333333332,314.75
07-05-2026,C,698.0,10583.0,21,33,historical,63.63636363636363,,33.23809523809524,503.95238095238096
07-05-2026,D,575.0,4107.0,22,28,historical,78.57142857142857,,26.136363636363637,186.6818181818182
08-05-2026,A,842.0,9089.0,36,50,historical,72.0,,23.38888888888889,252.47222222222223
08-05-2026,B,1086.0,12919.0,50,60,historical,83.33333333333334,,21.72,258.38
08-05-2026,C,662.0,8265.0,18,33,historical,54.54545454545454,,36.77777777777778,459.1666666666667
08-05-2026,D,627.0,4554.0,21,28,historical,75.0,,29.857142857142858,216.85714285714286
09-05-2026,A,817.0,11668.0,33,50,historical,66.0,,24.757575757575758,353.57575757575756
09-05-2026,B,1167.0,13021.0,46,60,historical,76.66666666666667,,25.369565217391305,283.0652173913044
09-05-2026,C,747.0,8210.0,24,33,historical,72.72727272727273,,31.125,342.0833333333333
09-05-2026,D,598.0,5804.0,22,28,historical,78.57142857142857,,27.181818181818183,263.8181818181818
10-05-2026,A,875.0,11707.0,41,50,historical,82.0,,21.341463414634145,285.5365853658537
10-05-2026,B,1183.0,13920.0,51,60,historical,85.0,,23.19607843137255,272.94117647058823
10-05-2026,C,713.0,9713.0,20,33,historical,60.60606060606061,,35.65,485.65
10-05-2026,D,685.0,4558.0,16,28,historical,57.14285714285714,,42.8125,284.875
11-05-2026,A,795.0,10109.0,30,50,historical,60.0,,26.5,336.96666666666664
11-05-2026,B,1295.0,12633.0,51,60,historical,85.0,,25.392156862745097,247.7058823529412
11-05-2026,C,704.0,9173.0,18,33,historical,54.54545454545454,,39.111111111111114,509.6111111111111
11-05-2026,D,587.0,4870.0,12,28,historical,42.857142857142854,,48.916666666666664,405.8333333333333
12-05-2026,A,788.0,9043.0,45,50,historical,90.0,,17.511111111111113,200.95555555555555
12-05-2026,B,1216.0,14440.0,47,60,historical,78.33333333333333,,25.872340425531913,307.2340425531915
12-05-2026,C,683.0,9747.0,17,33,historical,51.515151515151516,,40.1764705882353,573.3529411764706
12-05-2026,D,632.0,5462.0,14,28,historical,50.0,,45.142857142857146,390.14285714285717
13-05-2026,A,758.0,11616.0,41,50,historical,82.0,,18.48780487804878,283.3170731707317
13-05-2026,B,1146.0,14847.0,40,60,historical,66.66666666666666,,28.65,371.175
13-05-2026,C,799.0,9249.0,23,33,historical,69.6969696969697,,34.73913043478261,402.1304347826087
13-05-2026,D,607.0,4321.0,16,28,historical,57.14285714285714,,37.9375,270.0625
14-05-2026,A,842.0,9721.0,42,50,historical,84.0,,20.047619047619047,231.45238095238096
14-05-2026,B,1218.0,14537.0,45,60,historical,75.0,,27.066666666666666,323.0444444444444
14-05-2026,C,703.0,9587.0,20,33,historical,60.60606060606061,,35.15,479.35
14-05-2026,D,589.0,4841.0,19,28,historical,67.85714285714286,,31.0,254.78947368421052
15-05-2026,A,813.0,10975.0,43,50,historical,86.0,,18.906976744186046,255.2325581395349
15-05-2026,B,1214.0,14334.0,40,60,historical,66.66666666666666,,30.35,358.35
15-05-2026,C,752.0,10803.0,17,33,historical,51.515151515151516,,44.23529411764706,635.4705882352941
15-05-2026,D,652.0,4699.0,15,28,historical,53.57142857142857,,43.46666666666667,313.26666666666665
16-05-2026,A,758.0,10886.0,44,50,historical,88.0,,17.227272727272727,247.4090909090909
16-05-2026,B,1293.0,14923.0,55,60,historical,91.66666666666666,,23.509090909090908,271.3272727272727
16-05-2026,C,765.0,9354.0,18,33,historical,54.54545454545454,,42.5,519.6666666666666
16-05-2026,D,630.0,5637.0,13,28,historical,46.42857142857143,,48.46153846153846,433.61538461538464
17-05-2026,A,767.0,9707.0,40,50,historical,80.0,,19.175,242.675
17-05-2026,B,1284.0,15749.0,44,60,historical,73.33333333333333,,29.181818181818183,357.9318181818182
17-05-2026,C,765.0,10738.0,15,33,historical,45.45454545454545,,51.0,715.8666666666667
17-05-2026,D,674.0,4780.0,19,28,historical,67.85714285714286,,35.473684210526315,251.57894736842104
18-05-2026,A,804.0,11082.0,32,50,historical,64.0,,25.125,346.3125
18-05-2026,B,1126.0,15650.0,41,60,historical,68.33333333333333,,27.463414634146343,381.7073170731707
18-05-2026,C,763.0,10605.0,25,33,historical,75.75757575757575,,30.52,424.2
18-05-2026,D,661.0,5483.0,15,28,historical,53.57142857142857,,44.06666666666667,365.53333333333336
19-05-2026,A,845.0,9627.0,35,50,historical,70.0,,24.142857142857142,275.0571428571429
19-05-2026,B,1224.0,13124.0,40,60,historical,66.66666666666666,,30.6,328.1
19-05-2026,C,651.0,8290.0,16,33,historical,48.484848484848484,,40.6875,518.125
19-05-2026,D,600.0,4817.0,13,28,historical,46.42857142857143,,46.15384615384615,370.53846153846155
20-05-2026,A,804.0,9672.0,37,50,historical,74.0,,21.72972972972973,261.4054054054054
20-05-2026,B,1138.0,12079.0,48,60,historical,80.0,,23.708333333333332,251.64583333333334
20-05-2026,C,706.0,9211.0,16,33,historical,48.484848484848484,,44.125,575.6875
20-05-2026,D,690.0,5893.0,13,28,historical,46.42857142857143,,53.07692307692308,453.3076923076923
2026-03-23,A,50.0,250.0,25,40,planned,62.5,1.0,2.0,10.0
2026-03-23,A,40.0,200.0,20,40,planned,50.0,9:10 - 10:00,2.0,10.0
2026-03-23,A,30.0,150.0,15,40,live,37.5,1,2.0,10.0
2026-03-23,B,660.4,7723.04,26,60,planned,43.333333333333336,4,25.4,297.04
2026-03-24,A,630.0,7938.0,30,50,planned,60.0,1,21.0,264.6
2026-03-23,A,345.0,2376.0,12,50,live,24.0,1,28.75,198.0
2026-03-23,A,345.0,2376.0,12,50,live,24.0,1,28.75,198.0
2026-03-25,D,690.66,5587.92,18,28,planned,64.28571428571429,10:05 - 10:55,38.37,310.44
2026-03-25,D,456.0,4523.0,16,28,live,57.14285714285714,10:05 - 10:55,28.5,282.6875
2026-03-27,A,489.21,6031.06,23,50,planned,46.0,11:50 - 12:40,21.27,262.22
2026-03-27,A,450.0,5089.0,20,50,live,40.0,11:50 - 12:40,22.5,254.45
2026-05-02,B,228.6,2673.36,9,60,planned,15.0,9:10 - 10:00,25.4,297.04
2026-05-02,B,265.0,2650.0,5,60,live,8.333333333333332,9:10 - 10:00,53.0,530.0
2026-03-30,C,769.44,10206.42,21,33,planned,,9:10 - 10:00,,
2026-03-30,C,800.0,11235.0,25,33,live,75.76,9:10 - 10:00,36.64,486.02
2026-03-30,A,532.25,6552.25,25,50,planned,,10:05 - 10:55,,
2026-03-30,A,556.0,4789.0,23,50,live,46.0,10:05 - 10:55,21.29,262.09
